date,region,confirmed,death,released,vaccinatedOnce
2021-03-08,제주,596,1,555,2804
2021-03-08,검역,3012,4,2318,
2021-03-09,서울,29281,396,25969,48715
2021-03-09,부산,3351,110,3031,31226
2021-03-09,대구,8697,214,8381,19531
2021-03-09,인천,4590,53,4292,21197
2021-03-09,광주,2166,21,2000,16722
2021-03-09,대전,1198,15,1163,10108
2021-03-09,울산,1039,37,965,7756
2021-03-09,세종,242,1,218,782
2021-03-09,경기,25076,508,22070,85119
2021-03-09,강원,1927,42,1791,8840
2021-03-09,충북,1892,58,1629,12873
2021-03-09,충남,2511,35,2323,18938
2021-03-09,전북,1245,56,1090,19406
2021-03-09,전남,890,8,803,19187
2021-03-09,경북,3323,71,3143,22316
2021-03-09,경남,2221,14,2158,37103
2021-03-09,제주,598,1,556,3527
2021-03-09,검역,3016,4,2318,
2021-03-10,서울,29419,398,26120,59748
2021-03-10,부산,3358,110,3044,36622
2021-03-10,대구,8698,214,8393,22917
2021-03-10,인천,4613,54,4320,23548
2021-03-10,광주,2167,21,2015,19917
2021-03-10,대전,1201,15,1163,12349
2021-03-10,울산,1060,37,966,8836
2021-03-10,세종,242,1,220,794
2021-03-10,경기,25279,508,22184,96302
2021-03-10,강원,1947,42,1797,12130
2021-03-10,충북,1913,59,1649,14173
2021-03-10,충남,2517,35,2337,21760
2021-03-10,전북,1250,56,1101,22736
2021-03-10,전남,893,8,816,23072
2021-03-10,경북,3327,71,3152,26043
2021-03-10,경남,2228,14,2159,41730
2021-03-10,제주,600,1,558,4264
2021-03-10,검역,3021,4,2318,
2021-03-11,서울,29557,399,26213,72660
2021-03-11,부산,3372,110,3059,40074
2021-03-11,대구,8702,214,8401,25379
2021-03-11,인천,4631,54,4344,25954
2021-03-11,광주,2168,21,2045,22393
2021-03-11,대전,1202,15,1169,14486
2021-03-11,울산,1083,37,966,9249
2021-03-11,세종,242,1,220,880
2021-03-11,경기,25463,510,22322,106542
2021-03-11,강원,1977,42,1801,15014
2021-03-11,충북,1919,60,1660,15448
2021-03-11,충남,2521,35,2350,24210
2021-03-11,전북,1258,56,1110,25222
2021-03-11,전남,896,8,818,25985
2021-03-11,경북,3338,71,3159,28469
2021-03-11,경남,2236,14,2161,43840
2021-03-11,제주,602,1,559,4830
2021-03-11,검역,3031,4,2318,
